,0
3668," Azərbaycan Respublikası vətəndaşlarının qanunvericilik təşəbbüsü hüququndan istifadə etməsi qaydasında hazırlanan və Azərbaycan Respublikası Milli Məclisinin müzakirəsinə təqdim edilməsi təklif olunan qanun (qərar) layihəsinin dəstəklənməsi üçün dövlət orqanlarının, bələdiyyə qurumlarının və mülkiyyət formasından asılı olmayaraq hüquqi şəxslərin imza toplanmasında iştirak etməsinə görə –vəzifəli şəxslər beş yüz manatdan səkkiz yüz manatadək məbləğdə, hüquqi şəxslər min beş yüz manatdan iki min manatadək məbləğdə cərimə edilir"
3669,179-1
3670,2
3671," Azərbaycan Respublikası vətəndaşlarının qanunvericilik təşəbbüsü hüququndan istifadə ilə bağlı imza toplanması prosesinin və “Azərbaycan Respublikası vətəndaşlarının qanunvericilik təşəbbüsü hüququndan istifadə etməsi qaydası haqqında” Azərbaycan Respublikasının Qanununda nəzərdə tutulan digər tədbirlərin maliyyələşdirilməsi üçün xarici dövlətlərin, beynəlxalq təşkilatların, xarici hüquqi şəxslərin, əcnəbilərin və vətəndaşlığı olmayan şəxslərin, həmçinin təsisçisi xarici dövlət, beynəlxalq təşkilat, xarici hüquqi şəxs, əcnəbi və ya vətəndaşlığı olmayan şəxs olan hüquqi şəxslərin vəsaitindən istifadə olunmasına görə –fiziki şəxslər iki yüz manatdan dörd yüz manatadək məbləğdə, vəzifəli şəxslər min manatdan min beş yüz manatadək məbləğdə, hüquqi şəxslər dörd min manatdan altı min manatadək məbləğdə cərimə edilir "
3672, Maddə 180
3673," Yığıncaqların, mitinqlərin, nümayişlərin, küçə yürüşlərinin və piketlərin keçirilməsinə mane olma “Sərbəst toplaşmaq azadlığı haqqında” Azərbaycan Respublikasının Qanunu ilə müəyyən edilmiş qaydada təşkil edilən yığıncaqların, mitinqlərin, nümayişlərin, küçə yürüşlərinin və piketlərin keçirilməsinə mane olmağa görə-fiziki şəxslər min beş yüz manatdan üç min manatadək məbləğdə, vəzifəli şəxslər üç min manatdan altı min manatadək məbləğdə, hüquqi şəxslər on beş min manatdan otuz min manatadək məbləğdə cərimə edilir"
3674,  Maddə 181
3675, Təhsil haqqında qanunvericiliyin pozulması 181
3676,0
3677," Təhsil haqqında qanunvericiliyin pozulmasına, yəni:181"
3678,0
3679,1
3680," təhsilin hər hansı pilləsindən, səviyyəsindən və formasından şəxsin məhrum edilməsinə;181"
3681,0
3682,2
3683, təhsil müəssisəsində təhsilalana qarşı cinayət əlamətləri olmayan psixoloji zorakılığa yol verilməsinə;181
3684,0
3685,3
3686," qanunvericiliklə müəyyən edilmiş hallar istisna olmaqla, təhsilalanların təhsil prosesi ilə bağlı olmayan işlərə və tədbirlərə cəlb edilməsinə;181"
3687,0
3688,4
3689," dövlət təhsil və elmi tədqiqat qrantlarının təhsil müəssisəsinin həmin qrantların verilmə məqsədlərinə uyğun gəlməyən fəaliyyət sahələrinin maliyyələşdirilməsinə yönəldilməsinə görə -fiziki şəxslər yüz manat məbləğində, vəzifəli şəxslər üç yüz manat məbləğində, hüquqi şəxslər beş min manat məbləğində cərimə edilir"
3690,  Maddə 182
3691," İnsanın immunçatışmazlığı virusuna yoluxması səbəbinə görə təhsil hüququnun pozulması İnsanın immunçatışmazlığı virusuna yoluxması səbəbinə görə şəxsin özünün və ya ailə üzvlərinin təhsil almaq hüququnun hər hansı formada məhdudlaşdırılmasına, o cümlədən onların təhsil müəssisələrinə qəbulundan imtina olunmasına və ya onların istənilən tədbirlərdə iştirakına məhdudiyyət qoyulmasına, yaxud təhsil müəssisəsindən xaric edilməsinə görə-vəzifəli şəxslər min beş yüz manatdan iki min manatadək məbləğdə cərimə edilir"
3692,  Maddə 183
3693, İnsanın immunçatışmazlığı virusu ilə yaşayan şəxslərin sosial xidmət müəssisələrinə yerləşdirilməsindən və onlara sosial xidmət göstərilməsindən imtina edilməsi İnsanın immunçatışmazlığı virusu ilə yaşayan şəxslərin sosial xidmət müəssisələrinə yerləşdirilməsindən və onlara sosial xidmət göstərilməsindən imtina edilməsinə görə-vəzifəli şəxslər min beş yüz manatdan iki min manatadək məbləğdə cərimə edilir
3694,  Maddə 184
3695, Siyasi partiyalar haqqında qanunvericiliyin pozulması 184
3696,1
3697, Siyasi partiyanın dövlət qeydiyyatına alınmadan fəaliyyət göstərməsinə görə –fiziki şəxslər yeddi yüz manatdan min manatadək məbləğdə cərimə edilir
3698,184
3699,2
3700," Azərbaycan Respublikasının ərazisində xarici dövlətlərin siyasi partiyalarının, habelə onların bölmələrinin və təşkilatlarının təsis edilməsinə və ya fəaliyyətinə görə –fiziki şəxslər yeddi yüz manatdan min manatadək məbləğdə, vəzifəli şəxslər min beş yüz manatdan iki min manatadək məbləğdə, hüquqi şəxslər altı min manatdan səkkiz min manatadək məbləğdə cərimə edilir"
3701,184
3702,3
3703," Əcnəbilərin və vətəndaşlığı olmayan şəxslərin siyasi partiyaya üzv qəbul edilməsinə görə –vəzifəli şəxslər səkkiz yüz manatdan min manatadək məbləğdə, hüquqi şəxslər üç min manatdan beş min manatadək məbləğdə cərimə edilir"
3704,184
3705,4
3706," “Siyasi partiyalar haqqında” Azərbaycan Respublikasının Qanunu ilə müəyyən edilmiş hərəkətlər istisna olmaqla, siyasi partiyanın fəaliyyətinin dayandırıldığı dövrdə və ya ləğvinin dövlət qeydiyyatına alındığı halda onun hər hansı formada fəaliyyət göstərməsinə, o cümlədən partiya orqanlarının (struktur qurumlarının) və üzvlərinin siyasi partiyanın adından çıxış etməsinə və ya fəaliyyət göstərməsinə, toplantılar keçirməsinə, maliyyə əməliyyatlarının aparılmasına, yaxud onun fəaliyyətinin qanunsuz təşkilində və ya işində iştiraka görə –fiziki şəxslər yeddi yüz manatdan min manatadək məbləğdə, vəzifəli şəxslər min beş yüz manatdan iki min manatadək məbləğdə, hüquqi şəxslər altı min manatdan səkkiz min manatadək məbləğdə cərimə edilir"
3707,184
3708,5
3709," Siyasi partiyanın səlahiyyət müddəti bitmiş orqanları (struktur qurumları) tərəfindən partiyanın fəaliyyəti ilə əlaqədar hər hansı hərəkətlərin edilməsinə, o cümlədən qərarların qəbul edilməsinə və ya sənədlərin imzalanmasına görə –fiziki şəxslər yeddi yüz manatdan min manatadək məbləğdə cərimə edilir"
3710,184
3711,6
3712," Siyasi partiya üzvlərinin reyestrində baş vermiş sonrakı dəyişikliklər barədə “Siyasi partiyalar haqqında” Azərbaycan Respublikasının Qanunu ilə müəyyən edilmiş müddətdə müvafiq icra hakimiyyəti orqanının müəyyən etdiyi orqana (quruma) məlumatın təqdim edilməməsinə görə –vəzifəli şəxslər min manatdan min beş yüz manatadək məbləğdə, hüquqi şəxslər iki min manatdan üç min manatadək məbləğdə cərimə edilir"
3713,184
3714,7
3715," İctimai-siyasi nəşrlərin, digər təbliğat və təşviqat materiallarının hazırlanması və satışı istisna olmaqla, siyasi partiyanın sahibkarlıq fəaliyyətinin digər növləri ilə məşğul olmasına görə –inzibati xəta nəticəsində vurulmuş ziyanın (əldə edilmiş gəlirin) iki mislindən dörd mislinədək miqdarda cərimə edilir"
3716,184
3717,8
3718," Siyasi partiya tərəfindən dövlət orqanlarının (qurumlarının), yerli özünüidarəetmə orqanlarının, vəzifəli şəxslərin fəaliyyətinə, həmçinin digər şəxslərin sahibkarlıq fəaliyyətinə müdaxilə edilməsinə görə –vəzifəli şəxslər min manatdan min beş yüz manatadək məbləğdə, hüquqi şəxslər üç min manatdan beş min manatadək məbləğdə cərimə edilir"
3719,184
3720,9
3721," Siyasi partiyanın digər ölkələrin siyasi partiyaları ilə sazişin bağlanması və ya siyasi partiyaların beynəlxalq ittifaqlarına üzvlüyə daxil olması barədə “Siyasi partiyalar haqqında” Azərbaycan Respublikasının Qanunu ilə müəyyən edilmiş müddətdə müvafiq icra hakimiyyəti orqanının müəyyən etdiyi orqana (quruma) məlumat verməməsinə görə –vəzifəli şəxslər beş yüz manatdan yeddi yüz manatadək məbləğdə, hüquqi şəxslər min beş yüz manatdan iki min manatadək məbləğdə cərimə edilir"
3722,184
3723,10
3724," “Siyasi partiyalar haqqında” Azərbaycan Respublikasının Qanunu ilə qadağan olunmuş subyektlərdən, yaxud nağd qaydada (bank hesabına köçürülmədən) və ya xarici valyutada vəsaitin siyasi partiya tərəfindən qəbul edilməsinə görə –vəzifəli şəxslər iki min manatdan iki min beş yüz manatadək məbləğdə, hüquqi şəxslər altı min manatdan səkkiz min manatadək məbləğdə cərimə edilir"
3725,184
3726,11
3727, Siyasi partiya tərəfindən siyasi partiyanın üzvü və ya digər şəxsdən il ərzində “Siyasi partiyalar haqqında” Azərbaycan Respublikasının Qanunu ilə müəyyən edilmiş məbləğdən (dəyərdən) artıq üzvlük haqqının və ya ianənin qəbul edilməsinə görə –inzibati xətanın bilavasitə obyekti olan artıq qəbul edilmiş üzvlük haqqı və ya ianə müsadirə edilməklə onun məbləğinin (dəyərinin) səksən faizindən yüz faizinədək məbləğdə cərimə edilir
3728,184
3729,12
3730," Siyasi partiyanın Azərbaycan Respublikasının hüdudlarından kənarda istənilən növ (hər növ maliyyə təşkilatları daxil olmaqla) hesab açmasına görə –vəzifəli şəxslər min beş yüz manatdan iki min manatadək məbləğdə, hüquqi şəxslər dörd min manatdan beş min manatadək məbləğdə cərimə edilir"
3731,184
3732,13
3733," Siyasi partiyanın “Siyasi partiyalar haqqında” Azərbaycan Respublikası Qanununun tələblərini pozmaqla qəbul etdiyi ianəni həmin Qanunla müəyyən edilmiş müddətdə geri qaytarmamasına, bu mümkün olmadığı halda isə onu dövlət büdcəsinə köçürməməsinə görə –inzibati xətanın bilavasitə obyekti olmuş ianə məbləğinin altmış faizindən səksən faizinədək məbləğdə cərimə edilir"
3734,184
3735,14
3736," Siyasi partiyanın qəbul etdiyi ianələrin məbləği və ianəni vermiş şəxslər, həmçinin “Siyasi partiyalar haqqında” Azərbaycan Respublikasının Qanununa görə ianə hesab olunan maddi yardımlar barədə məlumatı Azərbaycan Respublikasının Mərkəzi Seçki Komissiyasına təqdim etməməsinə, yaxud tam, düzgün və ya vaxtında təqdim etməməsinə görə –vəzifəli şəxslər iki min manatdan iki min beş yüz manatadək məbləğdə, hüquqi şəxslər altı min manatdan səkkiz min manatadək məbləğdə cərimə edilir"
3737,184
3738,15
3739," “Siyasi partiyalar haqqında” Azərbaycan Respublikasının Qanununda müəyyən edilmiş qaydada Azərbaycan Respublikasının Mərkəzi Seçki Komissiyasına barəsində məlumat təqdim edilməmiş ianə üzrə siyasi partiya tərəfindən bank əməliyyatları və ya hər hansı digər əməliyyat aparılmasına görə –vəzifəli şəxslər iki min manatdan üç min manatadək məbləğdə, hüquqi şəxslər altı min manatdan səkkiz min manatadək məbləğdə cərimə edilir"
3740,184
3741,16
3742, Bu Məcəllənin 184
3743,6 və 184
3744,"9-cu maddələrində nəzərdə tutulmuş xətaların inzibati tənbeh almış şəxs tərəfindən inzibati tənbeh vermə haqqında qərar qüvvəyə mindiyi gündən bir il ərzində təkrar törədilməsinə görə –vəzifəli şəxslər iki min manatdan iki min beş yüz manatadək məbləğdə, hüquqi şəxslər dörd min manatdan altı min manatadək məbləğdə cərimə edilir"
3745,184
3746,17
3747, Bu Məcəllənin 184
3748,1 – 184
3749,"5, 184"
3750,"8, 184"
3751,"10, 184"
3752,"12, 184"
3753,14 və 184
3754,"15-ci maddələrində nəzərdə tutulmuş xətaların inzibati tənbeh almış şəxs tərəfindən inzibati tənbeh vermə haqqında qərar qüvvəyə mindiyi gündən bir il ərzində təkrar törədilməsinə görə –fiziki şəxslər min beş yüz manatdan iki min manatadək məbləğdə, vəzifəli şəxslər üç min manatdan beş min manatadək məbləğdə, hüquqi şəxslər on min manatdan on beş min manatadək məbləğdə cərimə edilir"
3755,[168][168] Maddə 185
3756," Müəlliflik hüququnun və əlaqəli hüquqların pozulması Müəlliflik hüququnu və əlaqəli hüquqları pozmağa görə, bu az miqdarda ziyan vurduqda- pirat nüsxələr, həmçinin pirat nüsxələrin hazırlanmasında (istehsal edilməsində) və yayılmasında istifadə olunan materiallar, avadanlıqlar və hüquqpozmaya səbəb olan digər vasitələr müsadirə edilməklə səksən manatdan yüz əlli manatadək məbləğdə cərimə edilir"
3757," Qeyd: Bu Məcəllənin 185 - 188-ci maddələrində “az miqdarda ziyan vurduqda” dedikdə, min manatadək olan məbləğ başa düşülür"
3758,  Maddə 186
3759," İnteqral sxem topologiyasından istifadəyə müstəsna hüququn pozulması Müəllifin və ya digər hüquq sahibinin icazəsi olmadan inteqral sxem topologiyasının orijinal olmayan hissəsinin çıxarılması istisna olmaqla, bütövlükdə, yaxud onun hər hansı bir hissəsinin inteqral sxemə daxil edilməsi yolu ilə və ya surətinin başqa şəkildə çıxarılmasına, habelə topologiyanın və ya həmin topologiyadan ibarət inteqral sxemin tətbiq edilməsinə, gətirilməsinə, satış üçün təklif edilməsinə, satılmasına, yaxud başqa formada təsərrüfat dövriyyəsinə daxil edilməsinə görə, bu az miqdarda ziyan vurduqda-səksən manatdan yüz əlli manatadək məbləğdə cərimə edilir"
3760,  Maddə 187
3761," Folklor nümunələrindən istifadə tələblərinin pozulması  Folklor nümunələrindən istifadə tələblərinin pozulmasına görə, bu az miqdarda ziyan vurduqda-folklor nümunələrinin istifadəsinə qoyulan tələblərin pozulması ilə hazırlanmış (istehsal edilmiş) və yayılmış folklor obyekti nüsxələri (pirat nüsxələr) müsadirə edilməklə, fiziki şəxslər səksən manatdan yüz əlli manatadək məbləğdə, vəzifəli şəxslər altı yüz manatdan səkkiz yüz manatadək məbləğdə, hüquqi şəxslər min beş yüz manatdan iki min beş yüz manatadək məbləğdə cərimə edilir"
3762,  Maddə 188
3763," Məlumat toplularından qeyri-qanuni istifadə edilməsi  Məlumat toplularından qeyri-qanuni istifadə edilməsinə görə, bu az miqdarda ziyan vurduqda-məlumat toplusunun pirat nüsxələri, həmçinin pirat nüsxələrin hazırlanmasında (istehsal edilməsində) və yayılmasında istifadə olunan materiallar, avadanlıqlar və hüquqpozmaya səbəb olan digər vasitələr müsadirə edilməklə, fiziki şəxslər səksən manatdan yüz əlli manatadək məbləğdə, vəzifəli şəxslər altı yüz manatdan səkkiz yüz manatadək məbləğdə, hüquqi şəxslər min beş yüz manatdan iki min beş yüz manatadək məbləğdə cərimə edilir"
